id,name,species,types,height,weight,abilities,evolutions,facts,site_link,img_link
552,Krokorok,Desert Croc Pokémon,"['Ground', 'Dark']",1.0 m (3′03″),33.4 kg (73.6 lbs),"['Intimidate', 'Moxie', 'Anger Point']","['Sandile', 'Krokorok', 'Krookodile']",They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,https://pokemondb.net/pokedex/krokorok,https://img.pokemondb.net/artwork/krokorok.jpg
553,Krookodile,Intimidation Pokémon,"['Ground', 'Dark']",1.5 m (4′11″),96.3 kg (212.3 lbs),"['Intimidate', 'Moxie', 'Anger Point']","['Sandile', 'Krokorok', 'Krookodile']","They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",https://pokemondb.net/pokedex/krookodile,https://img.pokemondb.net/artwork/krookodile.jpg
554,Darumaka,Zen Charm Pokémon,['Fire'],0.6 m (2′00″),37.5 kg (82.7 lbs),"['Hustle', 'Inner Focus']","['Darumaka', 'Darmanitan']","When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",https://pokemondb.net/pokedex/darumaka,https://img.pokemondb.net/artwork/darumaka.jpg
555,Darmanitan,Blazing Pokémon,['Fire'],1.3 m (4′03″),92.9 kg (204.8 lbs),"['Sheer Force', 'Zen Mode']","['Darumaka', 'Darmanitan']","Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",https://pokemondb.net/pokedex/darmanitan,https://img.pokemondb.net/artwork/darmanitan-standard.jpg
556,Maractus,Cactus Pokémon,['Grass'],1.0 m (3′03″),28.0 kg (61.7 lbs),"['Water Absorb', 'Chlorophyll', 'Storm Drain']",[],It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,https://pokemondb.net/pokedex/maractus,https://img.pokemondb.net/artwork/maractus.jpg
557,Dwebble,Rock Inn Pokémon,"['Bug', 'Rock']",0.3 m (1′00″),14.5 kg (32.0 lbs),"['Sturdy', 'Shell Armor', 'Weak Armor']","['Dwebble', 'Crustle']",This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,https://pokemondb.net/pokedex/dwebble,https://img.pokemondb.net/artwork/dwebble.jpg
558,Crustle,Stone Home Pokémon,"['Bug', 'Rock']",1.4 m (4′07″),200.0 kg (440.9 lbs),"['Sturdy', 'Shell Armor', 'Weak Armor']","['Dwebble', 'Crustle']","Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",https://pokemondb.net/pokedex/crustle,https://img.pokemondb.net/artwork/crustle.jpg
559,Scraggy,Shedding Pokémon,"['Dark', 'Fighting']",0.6 m (2′00″),11.8 kg (26.0 lbs),"['Shed Skin', 'Moxie', 'Intimidate']","['Scraggy', 'Scrafty']","Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",https://pokemondb.net/pokedex/scraggy,https://img.pokemondb.net/artwork/scraggy.jpg
560,Scrafty,Hoodlum Pokémon,"['Dark', 'Fighting']",1.1 m (3′07″),30.0 kg (66.1 lbs),"['Shed Skin', 'Moxie', 'Intimidate']","['Scraggy', 'Scrafty']",Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,https://pokemondb.net/pokedex/scrafty,https://img.pokemondb.net/artwork/scrafty.jpg
561,Sigilyph,Avianoid Pokémon,"['Psychic', 'Flying']",1.4 m (4′07″),14.0 kg (30.9 lbs),"['Wonder Skin', 'Magic Guard', 'Tinted Lens']",[],"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",https://pokemondb.net/pokedex/sigilyph,https://img.pokemondb.net/artwork/sigilyph.jpg
562,Yamask,Spirit Pokémon,['Ghost'],0.5 m (1′08″),1.5 kg (3.3 lbs),['Mummy'],"['Yamask', 'Cofagrigus', 'Runerigus']",Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,https://pokemondb.net/pokedex/yamask,https://img.pokemondb.net/artwork/yamask.jpg
563,Cofagrigus,Coffin Pokémon,['Ghost'],1.7 m (5′07″),76.5 kg (168.7 lbs),['Mummy'],"['Yamask', 'Cofagrigus', 'Runerigus']",It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,https://pokemondb.net/pokedex/cofagrigus,https://img.pokemondb.net/artwork/cofagrigus.jpg
564,Tirtouga,Prototurtle Pokémon,"['Water', 'Rock']",0.7 m (2′04″),16.5 kg (36.4 lbs),"['Solid Rock', 'Sturdy', 'Swift Swim']","['Tirtouga', 'Carracosta']","Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",https://pokemondb.net/pokedex/tirtouga,https://img.pokemondb.net/artwork/tirtouga.jpg
565,Carracosta,Prototurtle Pokémon,"['Water', 'Rock']",1.2 m (3′11″),81.0 kg (178.6 lbs),"['Solid Rock', 'Sturdy', 'Swift Swim']","['Tirtouga', 'Carracosta']",They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,https://pokemondb.net/pokedex/carracosta,https://img.pokemondb.net/artwork/carracosta.jpg
566,Archen,First Bird Pokémon,"['Rock', 'Flying']",0.5 m (1′08″),9.5 kg (20.9 lbs),['Defeatist'],"['Archen', 'Archeops']","Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",https://pokemondb.net/pokedex/archen,https://img.pokemondb.net/artwork/archen.jpg
567,Archeops,First Bird Pokémon,"['Rock', 'Flying']",1.4 m (4′07″),32.0 kg (70.5 lbs),['Defeatist'],"['Archen', 'Archeops']","They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",https://pokemondb.net/pokedex/archeops,https://img.pokemondb.net/artwork/archeops.jpg
568,Trubbish,Trash Bag Pokémon,['Poison'],0.6 m (2′00″),31.0 kg (68.3 lbs),"['Stench', 'Sticky Hold', 'Aftermath']","['Trubbish', 'Garbodor']",Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,https://pokemondb.net/pokedex/trubbish,https://img.pokemondb.net/artwork/trubbish.jpg
569,Garbodor,Trash Heap Pokémon,['Poison'],1.9 m (6′03″),107.3 kg (236.6 lbs),"['Stench', 'Weak Armor', 'Aftermath']","['Trubbish', 'Garbodor']",It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,https://pokemondb.net/pokedex/garbodor,https://img.pokemondb.net/artwork/garbodor.jpg
570,Zorua,Tricky Fox Pokémon,['Dark'],0.7 m (2′04″),12.5 kg (27.6 lbs),['Illusion'],"['Zorua', 'Zoroark']","It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",https://pokemondb.net/pokedex/zorua,https://img.pokemondb.net/artwork/zorua.jpg
571,Zoroark,Illusion Fox Pokémon,['Dark'],1.6 m (5′03″),81.1 kg (178.8 lbs),['Illusion'],"['Zorua', 'Zoroark']",Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,https://pokemondb.net/pokedex/zoroark,https://img.pokemondb.net/artwork/zoroark.jpg
572,Minccino,Chinchilla Pokémon,['Normal'],0.4 m (1′04″),5.8 kg (12.8 lbs),"['Cute Charm', 'Technician', 'Skill Link']","['Minccino', 'Cinccino']","They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",https://pokemondb.net/pokedex/minccino,https://img.pokemondb.net/artwork/minccino.jpg
573,Cinccino,Scarf Pokémon,['Normal'],0.5 m (1′08″),7.5 kg (16.5 lbs),"['Cute Charm', 'Technician', 'Skill Link']","['Minccino', 'Cinccino']",Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,https://pokemondb.net/pokedex/cinccino,https://img.pokemondb.net/artwork/cinccino.jpg
574,Gothita,Fixation Pokémon,['Psychic'],0.4 m (1′04″),5.8 kg (12.8 lbs),"['Frisk', 'Competitive', 'Shadow Tag']","['Gothita', 'Gothorita', 'Gothitelle']",Their ribbonlike feelers increase their psychic power. They are always staring at something.,https://pokemondb.net/pokedex/gothita,https://img.pokemondb.net/artwork/gothita.jpg
575,Gothorita,Manipulate Pokémon,['Psychic'],0.7 m (2′04″),18.0 kg (39.7 lbs),"['Frisk', 'Competitive', 'Shadow Tag']","['Gothita', 'Gothorita', 'Gothitelle']",They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,https://pokemondb.net/pokedex/gothorita,https://img.pokemondb.net/artwork/gothorita.jpg
576,Gothitelle,Astral Body Pokémon,['Psychic'],1.5 m (4′11″),44.0 kg (97.0 lbs),"['Frisk', 'Competitive', 'Shadow Tag']","['Gothita', 'Gothorita', 'Gothitelle']",Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,https://pokemondb.net/pokedex/gothitelle,https://img.pokemondb.net/artwork/gothitelle.jpg
577,Solosis,Cell Pokémon,['Psychic'],0.3 m (1′00″),1.0 kg (2.2 lbs),"['Overcoat', 'Magic Guard', 'Regenerator']","['Solosis', 'Duosion', 'Reuniclus']",They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,https://pokemondb.net/pokedex/solosis,https://img.pokemondb.net/artwork/solosis.jpg
578,Duosion,Mitosis Pokémon,['Psychic'],0.6 m (2′00″),8.0 kg (17.6 lbs),"['Overcoat', 'Magic Guard', 'Regenerator']","['Solosis', 'Duosion', 'Reuniclus']","Since they have two divided brains, at times they suddenly try to take two different actions at once.",https://pokemondb.net/pokedex/duosion,https://img.pokemondb.net/artwork/duosion.jpg
579,Reuniclus,Multiplying Pokémon,['Psychic'],1.0 m (3′03″),20.1 kg (44.3 lbs),"['Overcoat', 'Magic Guard', 'Regenerator']","['Solosis', 'Duosion', 'Reuniclus']","When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",https://pokemondb.net/pokedex/reuniclus,https://img.pokemondb.net/artwork/reuniclus.jpg
580,Ducklett,Water Bird Pokémon,"['Water', 'Flying']",0.5 m (1′08″),5.5 kg (12.1 lbs),"['Keen Eye', 'Big Pecks', 'Hydration']","['Ducklett', 'Swanna']",These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,https://pokemondb.net/pokedex/ducklett,https://img.pokemondb.net/artwork/ducklett.jpg
581,Swanna,White Bird Pokémon,"['Water', 'Flying']",1.3 m (4′03″),24.2 kg (53.4 lbs),"['Keen Eye', 'Big Pecks', 'Hydration']","['Ducklett', 'Swanna']",Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,https://pokemondb.net/pokedex/swanna,https://img.pokemondb.net/artwork/swanna.jpg
582,Vanillite,Fresh Snow Pokémon,['Ice'],0.4 m (1′04″),5.7 kg (12.6 lbs),"['Ice Body', 'Snow Cloak', 'Weak Armor']","['Vanillite', 'Vanillish', 'Vanilluxe']",The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,https://pokemondb.net/pokedex/vanillite,https://img.pokemondb.net/artwork/vanillite.jpg
583,Vanillish,Icy Snow Pokémon,['Ice'],1.1 m (3′07″),41.0 kg (90.4 lbs),"['Ice Body', 'Snow Cloak', 'Weak Armor']","['Vanillite', 'Vanillish', 'Vanilluxe']","Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",https://pokemondb.net/pokedex/vanillish,https://img.pokemondb.net/artwork/vanillish.jpg
584,Vanilluxe,Snowstorm Pokémon,['Ice'],1.3 m (4′03″),57.5 kg (126.8 lbs),"['Ice Body', 'Snow Warning', 'Weak Armor']","['Vanillite', 'Vanillish', 'Vanilluxe']","Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.",https://pokemondb.net/pokedex/vanilluxe,https://img.pokemondb.net/artwork/vanilluxe.jpg
585,Deerling,Season Pokémon,"['Normal', 'Grass']",0.6 m (2′00″),19.5 kg (43.0 lbs),"['Chlorophyll', 'Sap Sipper', 'Serene Grace']","['Deerling', 'Sawsbuck']","The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.",https://pokemondb.net/pokedex/deerling,https://img.pokemondb.net/artwork/deerling.jpg
586,Sawsbuck,Season Pokémon,"['Normal', 'Grass']",1.9 m (6′03″),92.5 kg (203.9 lbs),"['Chlorophyll', 'Sap Sipper', 'Serene Grace']","['Deerling', 'Sawsbuck']",They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,https://pokemondb.net/pokedex/sawsbuck,https://img.pokemondb.net/artwork/sawsbuck.jpg
587,Emolga,Sky Squirrel Pokémon,"['Electric', 'Flying']",0.4 m (1′04″),5.0 kg (11.0 lbs),"['Static', 'Motor Drive']",[],The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,https://pokemondb.net/pokedex/emolga,https://img.pokemondb.net/artwork/emolga.jpg
588,Karrablast,Clamping Pokémon,['Bug'],0.5 m (1′08″),5.9 kg (13.0 lbs),"['Swarm', 'Shed Skin', 'No Guard']","['Karrablast', 'Escavalier']",These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,https://pokemondb.net/pokedex/karrablast,https://img.pokemondb.net/artwork/karrablast.jpg
589,Escavalier,Cavalry Pokémon,"['Bug', 'Steel']",1.0 m (3′03″),33.0 kg (72.8 lbs),"['Swarm', 'Shell Armor', 'Overcoat']","['Karrablast', 'Escavalier']","They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.",https://pokemondb.net/pokedex/escavalier,https://img.pokemondb.net/artwork/escavalier.jpg
590,Foongus,Mushroom Pokémon,"['Grass', 'Poison']",0.2 m (0′08″),1.0 kg (2.2 lbs),"['Effect Spore', 'Regenerator']","['Foongus', 'Amoonguss']","It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.",https://pokemondb.net/pokedex/foongus,https://img.pokemondb.net/artwork/foongus.jpg
591,Amoonguss,Mushroom Pokémon,"['Grass', 'Poison']",0.6 m (2′00″),10.5 kg (23.1 lbs),"['Effect Spore', 'Regenerator']","['Foongus', 'Amoonguss']","It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",https://pokemondb.net/pokedex/amoonguss,https://img.pokemondb.net/artwork/amoonguss.jpg
592,Frillish,Floating Pokémon,"['Water', 'Ghost']",1.2 m (3′11″),33.0 kg (72.8 lbs),"['Water Absorb', 'Cursed Body', 'Damp']","['Frillish', 'Jellicent']","With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",https://pokemondb.net/pokedex/frillish,https://img.pokemondb.net/artwork/frillish.jpg
593,Jellicent,Floating Pokémon,"['Water', 'Ghost']",2.2 m (7′03″),135.0 kg (297.6 lbs),"['Water Absorb', 'Cursed Body', 'Damp']","['Frillish', 'Jellicent']","The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",https://pokemondb.net/pokedex/jellicent,https://img.pokemondb.net/artwork/jellicent.jpg
594,Alomomola,Caring Pokémon,['Water'],1.2 m (3′11″),31.6 kg (69.7 lbs),"['Healer', 'Hydration', 'Regenerator']",[],The special membrane enveloping Alomomola has the ability to heal wounds.,https://pokemondb.net/pokedex/alomomola,https://img.pokemondb.net/artwork/alomomola.jpg
595,Joltik,Attaching Pokémon,"['Bug', 'Electric']",0.1 m (0′04″),0.6 kg (1.3 lbs),"['Compound Eyes', 'Unnerve', 'Swarm']","['Joltik', 'Galvantula']",Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,https://pokemondb.net/pokedex/joltik,https://img.pokemondb.net/artwork/joltik.jpg
596,Galvantula,EleSpider Pokémon,"['Bug', 'Electric']",0.8 m (2′07″),14.3 kg (31.5 lbs),"['Compound Eyes', 'Unnerve', 'Swarm']","['Joltik', 'Galvantula']","When attacked, they create an electric barrier by spitting out many electrically charged threads.",https://pokemondb.net/pokedex/galvantula,https://img.pokemondb.net/artwork/galvantula.jpg
597,Ferroseed,Thorn Seed Pokémon,"['Grass', 'Steel']",0.6 m (2′00″),18.8 kg (41.4 lbs),['Iron Barbs'],"['Ferroseed', 'Ferrothorn']","When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",https://pokemondb.net/pokedex/ferroseed,https://img.pokemondb.net/artwork/ferroseed.jpg
598,Ferrothorn,Thorn Pod Pokémon,"['Grass', 'Steel']",1.0 m (3′03″),110.0 kg (242.5 lbs),"['Iron Barbs', 'Anticipation']","['Ferroseed', 'Ferrothorn']",It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,https://pokemondb.net/pokedex/ferrothorn,https://img.pokemondb.net/artwork/ferrothorn.jpg
599,Klink,Gear Pokémon,['Steel'],0.3 m (1′00″),21.0 kg (46.3 lbs),"['Plus', 'Minus', 'Clear Body']","['Klink', 'Klang', 'Klinklang']",The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,https://pokemondb.net/pokedex/klink,https://img.pokemondb.net/artwork/klink.jpg
600,Klang,Gear Pokémon,['Steel'],0.6 m (2′00″),51.0 kg (112.4 lbs),"['Plus', 'Minus', 'Clear Body']","['Klink', 'Klang', 'Klinklang']","By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",https://pokemondb.net/pokedex/klang,https://img.pokemondb.net/artwork/klang.jpg
601,Klinklang,Gear Pokémon,['Steel'],0.6 m (2′00″),81.0 kg (178.6 lbs),"['Plus', 'Minus', 'Clear Body']","['Klink', 'Klang', 'Klinklang']",Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,https://pokemondb.net/pokedex/klinklang,https://img.pokemondb.net/artwork/klinklang.jpg
602,Tynamo,EleFish Pokémon,['Electric'],0.2 m (0′08″),0.3 kg (0.7 lbs),['Levitate'],"['Tynamo', 'Eelektrik', 'Eelektross']","While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",https://pokemondb.net/pokedex/tynamo,https://img.pokemondb.net/artwork/tynamo.jpg
603,Eelektrik,EleFish Pokémon,['Electric'],1.2 m (3′11″),22.0 kg (48.5 lbs),['Levitate'],"['Tynamo', 'Eelektrik', 'Eelektross']",They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,https://pokemondb.net/pokedex/eelektrik,https://img.pokemondb.net/artwork/eelektrik.jpg
604,Eelektross,EleFish Pokémon,['Electric'],2.1 m (6′11″),80.5 kg (177.5 lbs),['Levitate'],"['Tynamo', 'Eelektrik', 'Eelektross']",They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,https://pokemondb.net/pokedex/eelektross,https://img.pokemondb.net/artwork/eelektross.jpg
605,Elgyem,Cerebral Pokémon,['Psychic'],0.5 m (1′08″),9.0 kg (19.8 lbs),"['Telepathy', 'Synchronize', 'Analytic']","['Elgyem', 'Beheeyem']","It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.",https://pokemondb.net/pokedex/elgyem,https://img.pokemondb.net/artwork/elgyem.jpg
606,Beheeyem,Cerebral Pokémon,['Psychic'],1.0 m (3′03″),34.5 kg (76.1 lbs),"['Telepathy', 'Synchronize', 'Analytic']","['Elgyem', 'Beheeyem']","It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.",https://pokemondb.net/pokedex/beheeyem,https://img.pokemondb.net/artwork/beheeyem.jpg
607,Litwick,Candle Pokémon,"['Ghost', 'Fire']",0.3 m (1′00″),3.1 kg (6.8 lbs),"['Flash Fire', 'Flame Body', 'Infiltrator']","['Litwick', 'Lampent', 'Chandelure']","Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",https://pokemondb.net/pokedex/litwick,https://img.pokemondb.net/artwork/litwick.jpg
608,Lampent,Lamp Pokémon,"['Ghost', 'Fire']",0.6 m (2′00″),13.0 kg (28.7 lbs),"['Flash Fire', 'Flame Body', 'Infiltrator']","['Litwick', 'Lampent', 'Chandelure']","This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.",https://pokemondb.net/pokedex/lampent,https://img.pokemondb.net/artwork/lampent.jpg
609,Chandelure,Luring Pokémon,"['Ghost', 'Fire']",1.0 m (3′03″),34.3 kg (75.6 lbs),"['Flash Fire', 'Flame Body', 'Infiltrator']","['Litwick', 'Lampent', 'Chandelure']","It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.",https://pokemondb.net/pokedex/chandelure,https://img.pokemondb.net/artwork/chandelure.jpg
610,Axew,Tusk Pokémon,['Dragon'],0.6 m (2′00″),18.0 kg (39.7 lbs),"['Rivalry', 'Mold Breaker', 'Unnerve']","['Axew', 'Fraxure', 'Haxorus']",They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,https://pokemondb.net/pokedex/axew,https://img.pokemondb.net/artwork/axew.jpg
611,Fraxure,Axe Jaw Pokémon,['Dragon'],1.0 m (3′03″),36.0 kg (79.4 lbs),"['Rivalry', 'Mold Breaker', 'Unnerve']","['Axew', 'Fraxure', 'Haxorus']","Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.",https://pokemondb.net/pokedex/fraxure,https://img.pokemondb.net/artwork/fraxure.jpg
612,Haxorus,Axe Jaw Pokémon,['Dragon'],1.8 m (5′11″),105.5 kg (232.6 lbs),"['Rivalry', 'Mold Breaker', 'Unnerve']","['Axew', 'Fraxure', 'Haxorus']",They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,https://pokemondb.net/pokedex/haxorus,https://img.pokemondb.net/artwork/haxorus.jpg
613,Cubchoo,Chill Pokémon,['Ice'],0.5 m (1′08″),8.5 kg (18.7 lbs),"['Snow Cloak', 'Slush Rush', 'Rattled']","['Cubchoo', 'Beartic']","When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",https://pokemondb.net/pokedex/cubchoo,https://img.pokemondb.net/artwork/cubchoo.jpg
614,Beartic,Freezing Pokémon,['Ice'],2.6 m (8′06″),260.0 kg (573.2 lbs),"['Snow Cloak', 'Slush Rush', 'Swift Swim']","['Cubchoo', 'Beartic']","It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",https://pokemondb.net/pokedex/beartic,https://img.pokemondb.net/artwork/beartic.jpg
615,Cryogonal,Crystallizing Pokémon,['Ice'],1.1 m (3′07″),148.0 kg (326.3 lbs),['Levitate'],[],"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",https://pokemondb.net/pokedex/cryogonal,https://img.pokemondb.net/artwork/cryogonal.jpg
616,Shelmet,Snail Pokémon,['Bug'],0.4 m (1′04″),7.7 kg (17.0 lbs),"['Hydration', 'Shell Armor', 'Overcoat']","['Shelmet', 'Accelgor']","When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",https://pokemondb.net/pokedex/shelmet,https://img.pokemondb.net/artwork/shelmet.jpg
617,Accelgor,Shell Out Pokémon,['Bug'],0.8 m (2′07″),25.3 kg (55.8 lbs),"['Hydration', 'Sticky Hold', 'Unburden']","['Shelmet', 'Accelgor']","When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",https://pokemondb.net/pokedex/accelgor,https://img.pokemondb.net/artwork/accelgor.jpg
618,Stunfisk,Trap Pokémon,"['Ground', 'Electric']",0.7 m (2′04″),11.0 kg (24.3 lbs),"['Static', 'Limber', 'Sand Veil']",[],"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",https://pokemondb.net/pokedex/stunfisk,https://img.pokemondb.net/artwork/stunfisk.jpg
619,Mienfoo,Martial Arts Pokémon,['Fighting'],0.9 m (2′11″),20.0 kg (44.1 lbs),"['Inner Focus', 'Regenerator', 'Reckless']","['Mienfoo', 'Mienshao']","In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",https://pokemondb.net/pokedex/mienfoo,https://img.pokemondb.net/artwork/mienfoo.jpg
620,Mienshao,Martial Arts Pokémon,['Fighting'],1.4 m (4′07″),35.5 kg (78.3 lbs),"['Inner Focus', 'Regenerator', 'Reckless']","['Mienfoo', 'Mienshao']",It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,https://pokemondb.net/pokedex/mienshao,https://img.pokemondb.net/artwork/mienshao.jpg
621,Druddigon,Cave Pokémon,['Dragon'],1.6 m (5′03″),139.0 kg (306.4 lbs),"['Rough Skin', 'Sheer Force', 'Mold Breaker']",[],"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",https://pokemondb.net/pokedex/druddigon,https://img.pokemondb.net/artwork/druddigon.jpg
622,Golett,Automaton Pokémon,"['Ground', 'Ghost']",1.0 m (3′03″),92.0 kg (202.8 lbs),"['Iron Fist', 'Klutz', 'No Guard']","['Golett', 'Golurk']","The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",https://pokemondb.net/pokedex/golett,https://img.pokemondb.net/artwork/golett.jpg
623,Golurk,Automaton Pokémon,"['Ground', 'Ghost']",2.8 m (9′02″),330.0 kg (727.5 lbs),"['Iron Fist', 'Klutz', 'No Guard']","['Golett', 'Golurk']",It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,https://pokemondb.net/pokedex/golurk,https://img.pokemondb.net/artwork/golurk.jpg
624,Pawniard,Sharp Blade Pokémon,"['Dark', 'Steel']",0.5 m (1′08″),10.2 kg (22.5 lbs),"['Defiant', 'Inner Focus', 'Pressure']","['Pawniard', 'Bisharp', 'Kingambit']","Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",https://pokemondb.net/pokedex/pawniard,https://img.pokemondb.net/artwork/pawniard.jpg
625,Bisharp,Sword Blade Pokémon,"['Dark', 'Steel']",1.6 m (5′03″),70.0 kg (154.3 lbs),"['Defiant', 'Inner Focus', 'Pressure']","['Pawniard', 'Bisharp', 'Kingambit']","It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",https://pokemondb.net/pokedex/bisharp,https://img.pokemondb.net/artwork/bisharp.jpg
626,Bouffalant,Bash Buffalo Pokémon,['Normal'],1.6 m (5′03″),94.6 kg (208.6 lbs),"['Reckless', 'Sap Sipper', 'Soundproof']",[],"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",https://pokemondb.net/pokedex/bouffalant,https://img.pokemondb.net/artwork/bouffalant.jpg
627,Rufflet,Eaglet Pokémon,"['Normal', 'Flying']",0.5 m (1′08″),10.5 kg (23.1 lbs),"['Keen Eye', 'Sheer Force', 'Hustle']","['Rufflet', 'Braviary']","They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",https://pokemondb.net/pokedex/rufflet,https://img.pokemondb.net/artwork/rufflet.jpg
628,Braviary,Valiant Pokémon,"['Normal', 'Flying']",1.5 m (4′11″),41.0 kg (90.4 lbs),"['Keen Eye', 'Sheer Force', 'Defiant']","['Rufflet', 'Braviary']",They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,https://pokemondb.net/pokedex/braviary,https://img.pokemondb.net/artwork/braviary.jpg
629,Vullaby,Diapered Pokémon,"['Dark', 'Flying']",0.5 m (1′08″),9.0 kg (19.8 lbs),"['Big Pecks', 'Overcoat', 'Weak Armor']","['Vullaby', 'Mandibuzz']","Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing.",https://pokemondb.net/pokedex/vullaby,https://img.pokemondb.net/artwork/vullaby.jpg
630,Mandibuzz,Bone Vulture Pokémon,"['Dark', 'Flying']",1.2 m (3′11″),39.5 kg (87.1 lbs),"['Big Pecks', 'Overcoat', 'Weak Armor']","['Vullaby', 'Mandibuzz']",It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,https://pokemondb.net/pokedex/mandibuzz,https://img.pokemondb.net/artwork/mandibuzz.jpg
